OmekaID,cidoc-crm:P149_is_identified_by,GED_ID,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P131_is_identified_by,nameFamily,foaf:membershipClass,namesGiven,cidoc-crm:P27i_was_origin_of,foaf:gender,,cidoc-crm:P4_has_time-span,dob,dob_ante,dob_post,dod,dod_ante,dod_post,VIAF,religion,status,ethnicity
24609,4f396816-2d8f-4aef-856c-4ee3117e2007,P1503,Gregorio Lomellini ,Gregorio Lomellini q. Giuliano,Lomellini,nobiles,Gregorio,,male,,1524–1527,,1524,,,,1527,,Christian,,
24610,b338bd6e-6098-40cd-bfd8-1ab8653ac171,P1902,Gregorio Lomellini ,Gregorio Lomellini q. Egidio,Lomellini,nobiles,Gregorio,,male,,1465–1503,,1465,,,,1503,,Christian,,
24611,7f570e4f-7d10-4375-b684-d63d1d454ad5,P2004,Gregorio Lomellini ,Gregorio Lomellini q. Lorenzo,Lomellini,nobiles,Gregorio,,male,,–1511,,,,,,1511,,Christian,,
24612,b0e8f419-2095-44cd-8cf0-49ae5e12fcc6,P294,Gregorio Lomellini ,Gregorio Lomellini q. Giovanni Battista,Lomellini,nobiles,Gregorio,,male,,–1578,,,,,,1578,,Christian,,
24613,0657f939-188f-4093-8f11-ba65b7c6deb1,P526,Gregorio Lomellini ,Gregorio Lomellini q. Egidio,Lomellini,nobiles,Gregorio,,male,,1391–1441,,1391,,,,1441,,Christian,,
24614,73f8e431-167c-4b3f-9a30-cd2ea7f32391,P606,Gregorio Lomellini ,Gregorio Lomellini q. Girolamo,Lomellini,nobiles,Gregorio,,male,,1454–1490,,1454,,,1490,,,Christian,,
24615,fbcaea76-92bf-4d8f-b627-acb8a1eaf03b,P938,Gregorio Lomellini ,Gregorio Lomellini q. Barnaba,Lomellini,nobiles,Gregorio,,male,,–1467,,,,,,1467,,Christian,,
24616,fe812b86-8110-42b9-870f-758b06ec3609,P1122,Grimalda Lomellini ,Grimalda Lomellini q. Bartolommeo,Lomellini,nobiles,Grimalda,,female,,–1348,,,,,,1348,,Christian,,
24617,ff915d84-4842-4577-9aeb-cf0c02a1db11,P1076,Grimaldo Lomellini ,Grimaldo Lomellini q. Angelo,Lomellini,nobiles,Grimaldo,,male,,1343–1354,,1343,,,,1354,,Christian,,
24618,b62f3d56-d130-42c8-817d-246c5cd6c3cc,P1059,Guglielmo Lomellini ,Guglielmo Lomellini q. Ughetto,Lomellini,nobiles,Guglielmo,,male,,1287–1312,,1287,,,,1312,,Christian,,
24619,56dca87a-63e6-4d3b-93be-8a9ffd0fda89,P1227,Guglielmo Lomellini ,Guglielmo Lomellini q. Francesco,Lomellini,nobiles,Guglielmo,,male,,–1345,,,,,,1345,,Christian,,
24620,22cc1c48-1225-4878-89a2-f1bc55d6225f,P994,Guglielmo Lomellini ,Guglielmo Lomellini q. Oberto da,Lomellini,nobiles,Guglielmo,,male,,–1253,,,,,1253,,,Christian,,
24621,a5b068a7-3985-403e-af88-262bb426a961,P2561,Ignazio Lomellini ,Ignazio Lomellini q. Carlo,Lomellini,nobiles,Ignazio,,male,,–,,,,,,,,Christian,,
24622,50873262-1668-4aa0-be63-a1422d5c672a,P1880,Illaria Lomellini ,Illaria Lomellini q. Illario,Lomellini,nobiles,Illaria,,female,,–1392,,,,,,1392,,Christian,,
24623,ff81cf4d-c1fc-4835-9668-05815e7ff564,P1128,Illario Lomellini ,Illario Lomellini q. Gabriele,Lomellini,nobiles,Illario,,male,,–,,,,,,,,Christian,,
24624,9a32a1b2-4b9b-437c-98cc-5f443baa3552,P1626,Illario Lomellini ,Illario Lomellini q. Ansaldo,Lomellini,nobiles,Illario,,male,,1325–1423,,1325,,,1423,,,Christian,,
24625,1df36f5f-7da2-4bcf-9564-b59194b5ee6d,P1795,Illario Lomellini ,Illario Lomellini q. Carlo,Lomellini,nobiles,Illario,,male,,–1445,,,,,,1445,,Christian,,
24626,1d9ee6d9-3ff6-4097-91e7-3bb10ec6c423,P38,Imperiale Lomellini ,Imperiale Lomellini q. Napoleone,Lomellini,nobiles,Imperiale,,male,,1402–1430,,1402,,,,1430,,Christian,,
24627,9ccba744-3cbb-4070-b35c-6f8081afae02,P381,Imperiale Lomellini ,Imperiale Lomellini q. Franco,Lomellini,nobiles,Imperiale,,male,,–,,,,,,,,Christian,,
24628,41106458-086f-4562-9932-97b27fd380f5,P430,Imperiale Lomellini ,Imperiale Lomellini q. Pietro,Lomellini,nobiles,Imperiale,,male,,–1447,,,,,,1447,,Christian,,
24629,488b82c3-1fc9-46b1-a5b6-505170d68cd3,P1363,Innocente Lomellini ,Innocente Lomellini q. Tobia,Lomellini,nobiles,Innocente,,female,,–1421,,,,,,1421,,Christian,,
24630,3e3a05f9-33f7-42cd-b505-8ebf511014f8,P349,Innocente Lomellini ,Innocente Lomellini q. Battista,Lomellini,nobiles,Innocente,,female,,1450–1453,,1450,,,,1453,,Christian,,
24631,90bc5618-5b3d-4c10-8b74-707391728d0e,P1427,Innocenza Lomellini ,Innocenza Lomellini q. Niccolò,Lomellini,nobiles,Innocenza,,female,,–1587,,,,,,1587,,Christian,,
24632,ba17ef21-db22-4aa7-aa97-169c231947cc,P1042,Isabella Lomellini ,Isabella Lomellini q. Oberto,Lomellini,nobiles,Isabella,,female,,–1313,,,,,,1313,,Christian,,
24633,308f0501-961d-4a85-8b9a-3d69df029990,P1356,Isabella Lomellini ,Isabella Lomellini q. Giacomo,Lomellini,nobiles,Isabella,,female,,1495–1511,,1495,,,,1511,,Christian,,
24634,073a0452-d0e3-4564-b994-ab08bb46fd8b,P1742,Isabella Lomellini ,Isabella Lomellini q. Babilano,Lomellini,nobiles,Isabella,,female,,1355–1388,,1355,,,,1388,,Christian,,
24635,b0ebd383-8ee6-4ab0-be56-dfada3837e14,P178,Isabella Lomellini ,Isabella Lomellini q. Ambrogio,Lomellini,nobiles,Isabella,,female,,–1526,,,,,,1526,,Christian,,
24636,5274ff64-d48b-4d17-a59f-3ec4ef281de3,P2067,Isabella Lomellini ,Isabella Lomellini q. Vincenzo,Lomellini,nobiles,Isabella,,female,,–1587,,,,,,1587,,Christian,,
24637,4287041b-7b02-4ea7-bc9d-14fef6c012c7,P2196,Isabella Lomellini ,Isabella Lomellini q. Giovanni,Lomellini,nobiles,Isabella,,female,,–1340,,,,,,1340,,Christian,,
24638,54a00a7a-5857-4052-99a2-cca09346af23,P251,Isabella Lomellini ,Isabella Lomellini q. Tobia,Lomellini,nobiles,Isabella,,female,,1487–1491,,1487,,,,1491,,Christian,,
24639,454c99e9-cdfd-4c4e-8886-53609a3326d4,P264,Isabella Lomellini ,Isabella Lomellini q. Girolamo,Lomellini,nobiles,Isabella,,female,,–,,,,,,,,Christian,,
24640,ed15024d-b89a-4f6c-b717-75ae193ef816,P2669,Isabella Lomellini ,Isabella Lomellini q. Agostino,Lomellini,nobiles,Isabella,,female,,–,,,,,,,,Christian,,
24641,9df10f42-18c5-4b7c-8495-19af347d39a6,P417,Isabella Lomellini ,Isabella Lomellini q. Oberto,Lomellini,nobiles,Isabella,,female,,1450–1499,,1450,,,,1499,,Christian,,
24642,658cf546-7cc9-4511-bae5-96fb4421ae1a,P48,Isabella Lomellini ,Isabella Lomellini q. Antoniotto,Lomellini,nobiles,Isabella,,female,,–1423,,,,,,1423,,Christian,,
24643,1badb2a8-fd19-4396-ab8f-a89027df5461,P552,Isabella Lomellini ,Isabella Lomellini q. Meliaduce,Lomellini,nobiles,Isabella,,female,,–1522,,,,,,1522,,Christian,,
24644,4d25f553-906d-471e-92a2-db4d8b847507,P1043,Isolta Lomellini ,Isolta Lomellini q. Oberto,Lomellini,nobiles,Isolta,,female,,–1313,,,,,,1313,,Christian,,
24645,eba72449-ce2d-4d80-a5d7-8af7f98e084a,P512,Isolta Lomellini ,Isolta Lomellini q. Girolamo,Lomellini,nobiles,Isolta,,female,,1444–1460,,1444,,,,1460,,Christian,,
24646,72d211a6-2e45-42e4-aa97-e9cf2b875908,P2260,Lanfranco Lomellini ,Lanfranco Lomellini q. Pietro,Lomellini,nobiles,Lanfranco,,male,,1325–1356,,1325,,,1356,,,Christian,,
24647,bf20aa3c-4bd2-4e3b-9305-84697b43c180,P976,Lanfranco Lomellini ,Lanfranco Lomellini q. Simone,Lomellini,nobiles,Lanfranco,,male,,–1262,,,,,,1262,,Christian,,
24648,a5f42bcd-fd5c-46d8-ac36-b30fe2b2a6d1,P2068,Lavinia Lomellini ,Lavinia Lomellini q. Vincenzo,Lomellini,nobiles,Lavinia,,female,,–1587,,,,,,1587,,Christian,,
24649,eabd5f0c-8824-4529-86e9-8585430f30db,P1793,Lazzaro Lomellini ,Lazzaro Lomellini q. Ambrogio,Lomellini,nobiles,Lazzaro,,male,,–1458,,,,1458,,,,Christian,,
24650,7bc999e0-8907-4849-9227-4b0cbe754be8,P1881,Lazzaro Lomellini ,Lazzaro Lomellini q. Illario,Lomellini,nobiles,Lazzaro,,male,,–1423,,,,,,1423,,Christian,,
24651,67aec133-e8f8-4838-a2a2-a4e17d709a8c,P1900,Lazzaro Lomellini ,Lazzaro Lomellini q. Egidio,Lomellini,nobiles,Lazzaro,,male,,1473–1495,,1473,,,,1495,,Christian,,
24652,22def64e-1fd9-4c3c-99dc-c25534bcdc2d,P601,Lazzaro Lomellini ,Lazzaro Lomellini q. Galeotto,Lomellini,nobiles,Lazzaro,,male,,–1460,,,,,,1460,,Christian,,
24653,43d1e85a-5b3a-490f-be0d-177521081dfb,P640,Lazzaro Lomellini ,Lazzaro Lomellini q. Cesare,Lomellini,nobiles,Lazzaro,,male,,–1495,,,,,,1495,,Christian,,
24654,acb732e1-76cc-4c86-97b8-3862b75401a8,P655,Lazzaro Lomellini ,Lazzaro Lomellini q. Agostino,Lomellini,nobiles,Lazzaro,,male,,1541–1544,,1541,,1544,,,,Christian,,
24655,6a725934-2423-4d40-a8bd-ee0798fab680,P1131,Leonardo Lomellini ,Leonardo Lomellini q. Gabriele,Lomellini,nobiles,Leonardo,,male,,–,,,,,,,,Christian,,
24656,a8259712-7c4a-405a-87a7-d962990851ae,P1260,Leonardo Lomellini ,Leonardo Lomellini q. Emanuele,Lomellini,nobiles,Leonardo,,male,,1432–1455,,1432,,,1455,,,Christian,,
24657,5d92d692-5633-4644-9f3c-d9298fd69e6e,P146,Leonardo Lomellini ,Leonardo Lomellini q. Carlo,Lomellini,nobiles,Leonardo,,male,,–,,,,,,,,Christian,,
24658,d81e634c-5c11-48de-9163-6228f2d5a6f8,P2340,Leonardo Lomellini ,Leonardo Lomellini q. Triadano,Lomellini,nobiles,Leonardo,,male,,–1437,,,,,,1437,,Christian,,
24659,05f541cd-5e61-415e-8166-8bae6d59a44e,P240,Leonardo Lomellini ,Leonardo Lomellini q. Girolamo,Lomellini,nobiles,Leonardo,,male,,1534–1566,,1534,,,,1566,,Christian,,
24660,06cc4236-169b-4f9e-851e-8b092a0a63a4,P242,Leonardo Lomellini ,Leonardo Lomellini q. Pier Francesco,Lomellini,nobiles,Leonardo,,male,,1460–1486,,1460,,,,1486,,Christian,,
24661,6ad08751-4a6f-468a-b9ad-83fdb006bac2,P385,Leonardo Lomellini ,Leonardo Lomellini q. Franco,Lomellini,nobiles,Leonardo,,male,,–1433,,,,,,1433,,Christian,,
24662,dfc84124-cfb2-411d-91b4-aec55a9f5688,P87,Leonardo Lomellini ,Leonardo Lomellini q. Cristiano,Lomellini,nobiles,Leonardo,,male,,1337–1373,,1337,,,,1373,,Christian,,
24663,7b420cef-7ce8-487c-853c-d855b0b65122,P11,Leonello Lomellini ,Leonello Lomellini q. Napoleone,Lomellini,nobiles,Leonello,,male,,1383–1409,,1383,,,,1409,,Christian,,
24664,3cd8a9f4-8cd5-4773-b11b-8f0e2fe5da3c,P117,Leonello Lomellini ,Leonello Lomellini q. Paolo,Lomellini,nobiles,Leonello,,male,,–1490,,,,1490,,,,Christian,,
24665,0a81a30b-401f-47f7-9994-3b8bec3cbdec,P21,Leonello Lomellini ,Leonello Lomellini q. Pietrino,Lomellini,nobiles,Leonello,,male,,1305–1343,,1305,,,,1343,,Christian,,
24666,798146e0-4c98-4d5b-ab93-cec1807fb53f,P1142,Limbania Lomellini ,Limbania Lomellini q. Corrado,Lomellini,nobiles,Limbania,,female,,–1429,,,,,,1429,,Christian,,
24667,1bae89a6-80d1-4277-916d-acdaa2c92f2d,P1101,Linò Lomellini ,Linò Lomellini q. Niccolò,Lomellini,nobiles,Linò,,female,,–1369,,,,,,1369,,Christian,,
24668,a8ec4a55-2066-48f8-bf8d-67625bfcd564,P1198,Linò Lomellini ,Linò Lomellini q. Niccolò,Lomellini,nobiles,Linò,,female,,–1376,,,,,,1376,,Christian,,
24669,664be104-4263-44d6-8dbd-4f782f044e88,P1773,Linò Lomellini ,Linò Lomellini q. Daniele,Lomellini,nobiles,Linò,,female,,1342–1408,,1342,,,,1408,,Christian,,
24670,ace1d784-b84a-419b-9edc-d50fe6ffae71,P513,Linò Lomellini ,Linò Lomellini q. Girolamo,Lomellini,nobiles,Linò,,female,,–1444,,,,,,1444,,Christian,,
24671,81ebd061-5854-4647-b149-aac590873645,P1402,Lionetta Lomellini ,Lionetta Lomellini q. Cipriano,Lomellini,nobiles,Lionetta,,female,,–1516,,,,,,1516,,Christian,,
24672,edf4890c-9ef9-4ddb-9cf9-e8e70413c00f,P2069,Livia Lomellini ,Livia Lomellini q. Vincenzo,Lomellini,nobiles,Livia,,female,,–1587,,,,,,1587,,Christian,,
24673,54f38eec-7a43-4eb8-8da2-9e934ad65dee,P1299,Lodisio Lomellini ,Lodisio Lomellini q. Giacomo,Lomellini,nobiles,Lodisio,,male,,–1421,,,,,,1421,,Christian,,
24674,242c7a60-e508-487b-83d6-fa482110cbc6,P1619,Lodisio Lomellini ,Lodisio Lomellini q. Riccardo,Lomellini,nobiles,Lodisio,,male,,1342–1357,,1342,,,,1357,,Christian,,
24675,0dad2a2d-c0ed-429d-ad53-f2a0eac22140,P1664,Lodisio Lomellini ,Lodisio Lomellini q. Onofrio,Lomellini,nobiles,Lodisio,,male,,1412–1464,,1412,,,,1464,,Christian,,
24676,038f77d2-a242-4eff-9842-00feb16a0b2b,P485,Lodisio Lomellini ,Lodisio Lomellini q. Niccolò,Lomellini,nobiles,Lodisio,,male,,1458–1467,,1458,,,,1467,,Christian,,
24677,7acbdb84-7c10-4391-b543-0c83f898350e,P491,Lodisio Lomellini ,Lodisio Lomellini q. Giano,Lomellini,nobiles,Lodisio,,male,,–,,,,,,,,Christian,,
24678,4ae34153-5001-45e3-b445-92805b61eef4,P613,Lodisio Lomellini ,Lodisio Lomellini q. Battista,Lomellini,nobiles,Lodisio,,male,,1462–1473,,1462,,,,1473,,Christian,,
24679,2fce458f-43c5-48af-abc0-d0a84b14ab00,P184,Lombardina Lomellini ,Lombardina Lomellini q. Francesco,Lomellini,nobiles,Lombardina,,female,,–1469,,,,1469,,,,Christian,,
24680,f46e3088-9f1d-4d0d-a8c0-d00373b46717,P1113,Lomellino Lomellini ,Lomellino Lomellini q. Niccolò,Lomellini,nobiles,Lomellino,,male,,–1346,,,,,,1346,,Christian,,
24681,5ec0d26c-a6a7-4fe1-a784-21327a00f57f,P2270,Lomellino Lomellini ,Lomellino Lomellini q. Cristiano,Lomellini,nobiles,Lomellino,,male,,–,,,,,,,,Christian,,
24682,0778c911-941e-4b4c-88d7-11111e7e9fd2,P1794,Lorenzina Lomellini ,Lorenzina Lomellini q. Carlo,Lomellini,nobiles,Lorenzina,,female,,1455–1513,,1455,,,,1513,,Christian,,
24683,b380a5a4-9aad-4da8-8db8-29cd2fbb475c,P1047,Lorenzo Lomellini ,Lorenzo Lomellini q. Giacomo,Lomellini,nobiles,Lorenzo,,male,,–1304,,,,,,1304,,Christian,,
24684,b7cffb20-684b-4c62-8c70-4f4e314cc716,P1326,Lorenzo Lomellini ,Lorenzo Lomellini q. Filippo,Lomellini,nobiles,Lorenzo,,male,,1480–1532,,1480,,,,1532,,Christian,,
24685,086fc794-1101-4c1c-91a9-1edcc929e1e0,P2018,Lorenzo Lomellini ,Lorenzo Lomellini q. Marco,Lomellini,nobiles,Lorenzo,,male,,–1565,,,,,,1565,,Christian,,
24686,c9d53203-414e-4c54-ab74-a3e049a961e2,P2028,Lorenzo Lomellini ,Lorenzo Lomellini q. Niccolò,Lomellini,nobiles,Lorenzo,,male,,1571–1609,,1571,,,,1609,,Christian,,
24687,604cecf3-a848-4984-81f9-a205d0cf4ad5,P2470,Lorenzo Lomellini ,Lorenzo Lomellini q. Francesco,Lomellini,nobiles,Lorenzo,,male,,1559–1620,,1559,,1620,,,,Christian,,
24688,e1b0cd1a-b7ab-4803-acb6-02a5338cef08,P2509,Lorenzo Lomellini ,Lorenzo Lomellini q. Giovanni Battista,Lomellini,nobiles,Lorenzo,,male,,–1656,,,,,,1656,,Christian,,
24689,99723168-92cf-4e13-9e24-1ed37a09f8bc,P2563,Lorenzo Lomellini ,Lorenzo Lomellini q. Carlo,Lomellini,nobiles,Lorenzo,,male,,1652–1675,,1652,,,,1675,,Christian,,
24690,617f1182-cd15-4440-b069-14f29f5ac3d7,P623,Lorenzo Lomellini ,Lorenzo Lomellini q. Giacomo,Lomellini,nobiles,Lorenzo,,male,,1475–1518,,1475,,,,1518,,Christian,,
24691,af65ea0f-5375-4d12-8a70-855adb2d060f,P94,Lorenzo Lomellini ,Lorenzo Lomellini q. Odoardo,Lomellini,nobiles,Lorenzo,,male,,1362–1416,,1362,,,1416,,,Christian,,
24692,1acce25c-3d8e-47e9-9b13-9c672c250f74,P1771,Lotto Lomellini ,Lotto Lomellini q. Daniele,Lomellini,nobiles,Lotto,,male,,–1314,,,,,,1314,,Christian,,
24693,caf4e64f-805c-418f-88a3-c07efc2e293a,P1075,Luca Lomellini ,Luca Lomellini q. Angelo,Lomellini,nobiles,Luca,,male,,1343–1354,,1343,,1354,,,,Christian,,
24694,4ae2a13c-7a9b-4e80-b4ae-d17a884aa37c,P1188,Luca Lomellini ,Luca Lomellini q. Alessandro,Lomellini,nobiles,Luca,,male,,1364–1372,,1364,,,,1372,,Christian,,
24695,5a96d92b-ab51-4814-b59d-c50a799880b7,P1218,Lucano Lomellini ,Lucano Lomellini q. Selvagio,Lomellini,nobiles,Lucano,,male,,–1410,,,,,,1410,,Christian,,
24696,a563ab6d-78d8-4efb-99d6-79ddcd8ac2a8,P2322,Lucano Lomellini ,Lucano Lomellini q. Ottaviano,Lomellini,nobiles,Lucano,,male,,–,,,,,,,,Christian,,
24697,a6346138-967f-4cde-bfdd-e197327c9fa9,P1037,Lucchino Lomellini ,Lucchino Lomellini q. Oberto,Lomellini,nobiles,Lucchino,,male,,1306–1313,,1306,,1313,,,,Christian,,
24698,5e208823-daf1-4c24-9eef-8c416bb8b241,P1432,Lucchino Lomellini ,Lucchino Lomellini q. Cristiano,Lomellini,nobiles,Lucchino,,male,,1469–1533,,1469,,,1533,,,Christian,,
24699,4b561e3a-5a51-4c4b-85ed-5784a6a8ffb6,P1434,Lucchino Lomellini ,Lucchino Lomellini q. Lucchino,Lomellini,nobiles,Lucchino,,male,,–1516,,,,,,1516,,Christian,,
24700,577cba5a-842c-4c24-95c0-be9c30510453,P1536,Lucchino Lomellini ,Lucchino Lomellini q. Filippo,Lomellini,nobiles,Lucchino,,male,,–1510,,,,,,1510,,Christian,,
24701,ac1a2f88-002b-44a0-b48b-6454b7a9487d,P419,Lucchino Lomellini ,Lucchino Lomellini q. Oberto,Lomellini,nobiles,Lucchino,,male,,–1451,,,,,,1451,,Christian,,
24702,c633ffa5-7e31-4ad4-ae55-e39d81dabcab,P1697,Luchesina Lomellini ,Luchesina Lomellini q. Damiano,Lomellini,nobiles,Luchesina,,female,,1484–1485,,1484,,1485,,,,Christian,,
24703,e367eeb4-d5fd-4caf-a15c-91505d92f144,P464,Luchetto Lomellini ,Luchetto Lomellini q. Domenico,Lomellini,nobiles,Luchetto,,male,,1452–1458,,1452,,,,1458,,Christian,,
24704,694b961a-4cab-4472-af65-3babd8b8819a,P514,Luchetto Lomellini ,Luchetto Lomellini q. Girolamo,Lomellini,nobiles,Luchetto,,male,,1444–1460,,1444,,1460,,,,Christian,,
24705,a2fcb445-4e9f-43c2-a67b-e5bc4e0e418e,P1088,Luchina Lomellini ,Luchina Lomellini q. Simone,Lomellini,nobiles,Luchina,,female,,–1346,,,,,,1346,,Christian,,
24706,da00569d-4d98-4978-bbeb-346156bd940a,P1242,Luchina Lomellini ,Luchina Lomellini q. Giovanni Battista,Lomellini,nobiles,Luchina,,female,,–1427,,,,1427,,,,Christian,,
24707,72606ed7-8d16-4cb8-bb9f-5907a2a015cf,P1296,Luchina Lomellini ,Luchina Lomellini q. Michele,Lomellini,nobiles,Luchina,,female,,1414–1435,,1414,,,,1435,,Christian,,
24708,ded40bd2-6e3c-4590-911d-ce18cb081bf0,P1526,Luchina Lomellini ,Luchina Lomellini q. Cristoforo,Lomellini,nobiles,Luchina,,female,,1484–1530,,1484,,,,1530,,Christian,,
24709,e57592a9-b868-4a43-907a-ab7afd040107,P2261,Luchina Lomellini ,Luchina Lomellini q. Pietro,Lomellini,nobiles,Luchina,,female,,1340–1368,,1340,,,,1368,,Christian,,
24710,4f2bc589-4495-456f-90f8-f725870a843c,P2314,Luchina Lomellini ,Luchina Lomellini q. Pasquale,Lomellini,nobiles,Luchina,,female,,1346–1372,,1346,,,,1372,,Christian,,
24711,547142db-ca68-4fa9-b9d4-ac12235f1320,P2355,Luchina Lomellini ,Lucchina Lomellini q. Brancaleone,Lomellini,nobiles,Luchina,,female,,1313–1382,,1313,,,,1382,,Christian,,
24712,5a4b8ef1-f198-4a8c-927b-58d748ce5ef2,P462,Luchina Lomellini ,Luchina Lomellini q. Domenico,Lomellini,nobiles,Luchina,,female,,1452–1517,,1452,,,,1517,,Christian,,
24713,224b113e-b3bf-4dd4-9528-8f3db8b1ba28,P511,Luchina Lomellini ,Luchina Lomellini q. Girolamo,Lomellini,nobiles,Luchina,,female,,–1444,,,,,,1444,,Christian,,
24714,9aeeb9a8-2b5e-483d-8826-ec1788c681d5,P1741,Lucia Lomellini ,Lucia Lomellini q. Babilano,Lomellini,nobiles,Lucia,,female,,1388–1398,,1388,,,,1398,,Christian,,
24715,715ec493-3836-4617-a63f-3cb4f26c824b,P2217,Lucia Lomellini ,Lucia Lomellini q. Simone,Lomellini,nobiles,Lucia,,female,,–1568,,,,,,1568,,Christian,,
24716,9fba0c96-6ac0-4452-976c-8513bd2931fa,P939,Lucia Lomellini ,Lucia Lomellini q. Barnaba,Lomellini,nobiles,Lucia,,female,,–,,,,,,,,Christian,,
24717,c4cf969c-7663-4729-8af5-3c708660323c,P1067,Luciano Lomellini ,Luciano Lomellini q. Damiano,Lomellini,nobiles,Luciano,,male,,–1343,,,,,,1343,,Christian,,
24718,1e80462a-8f0a-4262-93db-31aae8914b07,P1729,Luciano Lomellini ,Luciano Lomellini q. Giovanni Battista,Lomellini,nobiles,Luciano,,male,,1579–1591,,1579,,,,1591,,Christian,,
24719,3c6bd2f6-0da3-4ed7-8017-19bff8b4d649,P217,Luciano Lomellini ,Luciano Lomellini q. Goffredo,Lomellini,nobiles,Luciano,,male,,1419–1462,,1419,,,,1462,,Christian,,
24720,5010bf47-3668-47be-a008-d28885a6052b,P878,Luciano Lomellini ,Luciano Lomellini q. Goffredo,Lomellini,nobiles,Luciano,,male,,–1520,,,,,,1520,,Christian,,
24721,c00a0bc1-9ed8-4354-b5bd-7385fce1dc29,P570,Lucrezia Lomellini ,Lucrezia Lomellini q. Ottaviano,Lomellini,nobiles,Lucrezia,,female,,1572–1579,,1572,,,,1579,,Christian,,
24722,6c368341-05c7-4c5a-a288-620806de1336,P1314,Luigia Lomellini ,Luigia Lomellini q. Damiano,Lomellini,nobiles,Luigia,,female,,–1465,,,,,,1465,,Christian,,
24723,8f60d1bb-8d25-4a0e-8790-2a7397ccaf83,P1393,Luigia Lomellini ,Luigia Lomellini q. Carlo,Lomellini,nobiles,Luigia,,female,,1573–1592,,1573,,,,1592,,Christian,,
24724,4c6b89ab-e546-4606-bb42-783ad9aaef1e,P1407,Luigia Lomellini ,Luigia Lomellini q. Cipriano,Lomellini,nobiles,Luigia,,female,,1518–1562,,1518,,,,1562,,Christian,,
24725,7a0b619b-062e-4510-982f-754d5095d440,P1578,Luigia Lomellini ,Luigia Lomellini q. Girolamo,Lomellini,nobiles,Luigia,,female,,1594–1623,,1594,,,,1623,,Christian,,
24726,9e7fe2d4-934d-4fe9-8069-2764734ea9c6,P1948,Luigia Lomellini ,Luigia Lomellini q. Melchior,Lomellini,nobiles,Luigia,,female,,1555–1561,,1555,,,,1561,,Christian,,
24727,4dd19e2e-c1b5-491d-95fe-ead80d574862,P2010,Luigia Lomellini ,Luigia Lomellini q. Marco,Lomellini,nobiles,Luigia,,female,,–1479,,,,,,1479,,Christian,,
24728,b2bfc62c-03a0-4f27-b1ee-3fe114a13ae2,P2269,Luigia Lomellini ,Luigia Lomellini q. Cristiano,Lomellini,nobiles,Luigia,,female,,1369–1394,,1369,,,,1394,,Christian,,
24729,6d155aaa-3aed-4d2e-a373-ba352d101bfc,P2343,Luigia Lomellini ,Luigia Lomellini q. Francesco,Lomellini,nobiles,Luigia,,female,,–1484,,,,,,1484,,Christian,,
24730,bc162b41-238a-4795-bbe3-6febe61eef33,P438,Luigia Lomellini ,Luigia Lomellini q. Angelo Giovanni,Lomellini,nobiles,Luigia,,female,,–1461,,,,,,1461,,Christian,,
24731,1d9ddf68-2987-4dfb-a419-1f1a442c3d64,P750,Luigia Lomellini ,Luigia Lomellini q. Girolamo,Lomellini,nobiles,Luigia,,female,,1458–1476,,1458,,,,1476,,Christian,,
24732,9a89cab2-1cea-4992-96d4-27a442f8ebbb,P857,Luigia Lomellini ,Luigia Lomellini q. Marco,Lomellini,nobiles,Luigia,,female,,–1466,,,,,,1466,,Christian,,
24733,53c7f66b-2f90-445a-b756-10dd35da0efc,P912,Luigia Lomellini ,Luigia Lomellini q. Pietro,Lomellini,nobiles,Luigia,,female,,1479–1500,,1479,,,,1500,,Christian,,
24734,6d1070e9-f9ea-47fe-9a9e-dbcbd9b2c172,P1257,Maddalena Lomellini ,Maddalena Lomellini q. Egidio,Lomellini,nobiles,Maddalena,,female,,–1414,,,,,,1414,,Christian,,
24735,91985e02-72ee-4c59-99a9-fa6482f465c6,P1412,Maddalena Lomellini ,Maddalena Lomellini q. Babilano,Lomellini,nobiles,Maddalena,,female,,–1458,,,,,,1458,,Christian,,
24736,819ebd60-e24c-4cf0-8d2e-527e82407916,P1502,Maddalena Lomellini ,Maddalena Lomellini q. Giuliano,Lomellini,nobiles,Maddalena,,female,,1524–1550,,1524,,,,1550,,Christian,,
24737,0b94436b-6637-4a8c-a5f7-14fa70e0b82e,P1600,Maddalena Lomellini ,Maddalena Lomellini q. Francesco Maria,Lomellini,nobiles,Maddalena,,female,,–1643,,,,,,1643,,Christian,,
24738,8dd77db0-bd4c-4b7a-adae-6cf572a35732,P1809,Maddalena Lomellini ,Maddalena Lomellini q. Gherardo,Lomellini,nobiles,Maddalena,,female,,1485–1504,,1485,,,,1504,,Christian,,
24739,1721fba4-25ce-4aee-beae-a7377529a8c0,P2057,Maddalena Lomellini ,Maddalena Lomellini q. Leonardo,Lomellini,nobiles,Maddalena,,female,,1581–1594,,1581,,,,1594,,Christian,,
24740,262a36f1-1313-4c4a-b763-020da443ba37,P2273,Maddalena Lomellini ,Maddalena Lomellini q. Cristiano,Lomellini,nobiles,Maddalena,,female,,–1375,,,,1375,,,,Christian,,
24741,311e37d4-eeb4-4e63-9bc5-b719c03b1f89,P2507,Maddalena Lomellini ,Maddalena Lomellini q. Giovanni Battista,Lomellini,nobiles,Maddalena,,female,,–1656,,,,,,1656,,Christian,,
